300048.SZ,20220321,150500000,62,65900,66100,68700,66100,66900,111599660,16575360
300048.SZ,20220321,150500000,62,65900,66100,68700,66100,66900,111599660,16575360
300198.SZ,20220321,150500000,62,37600,37600,38500,37000,38100,94678603,25156911
300198.SZ,20220321,150500000,62,37600,37600,38500,37000,38100,94678603,25156911
300224.SZ,20220321,150500000,62,139000,138700,141600,137800,140200,217697445,15573888
300224.SZ,20220321,150500000,62,139000,138700,141600,137800,140200,217697445,15573888
300742.SZ,20220321,150500000,62,307300,308500,321800,305000,316700,114933067,3673793
300742.SZ,20220321,150500000,62,307300,308500,321800,305000,316700,114933067,3673793
300742.SZ,20220321,150915000,62,307300,308500,321800,305000,316700,114933067,3673793
300742.SZ,20220321,151345000,62,307300,308500,321800,305000,316700,114933067,3673793
300198.SZ,20220321,152145000,62,37600,37600,38500,37000,38100,94678603,25156911
300224.SZ,20220321,152345000,62,139000,138700,141600,137800,140200,217697445,15573888
300742.SZ,20220321,152700000,62,307300,308500,321800,305000,316700,114933067,3673793
300742.SZ,20220321,152715000,62,307300,308500,321800,305000,316700,114933067,3673793
300224.SZ,20220321,152800000,62,139000,138700,141600,137800,140200,217697445,15573888
300742.SZ,20220321,152800000,62,307300,308500,321800,305000,316700,114933067,3673793
300742.SZ,20220321,152845000,62,307300,308500,321800,305000,316700,114933067,3673793
300048.SZ,20220321,153000000,67,65900,66100,68700,66100,66900,111599660,16575360
300048.SZ,20220321,153000000,67,65900,66100,68700,66100,66900,111599660,16575360
300198.SZ,20220321,153000000,67,37600,37600,38500,37000,38100,94678603,25156911
300198.SZ,20220321,153000000,67,37600,37600,38500,37000,38100,94678603,25156911
300224.SZ,20220321,153000000,67,139000,138700,141600,137800,140200,217697445,15573888
300224.SZ,20220321,153000000,67,139000,138700,141600,137800,140200,217697445,15573888
300742.SZ,20220321,153000000,67,307300,308500,321800,305000,316700,114933067,3673793
300742.SZ,20220321,153000000,67,307300,308500,321800,305000,316700,114933067,3673793
300048.SZ,20220321,153003000,67,65900,66100,68700,66100,66900,111599660,16575360
300198.SZ,20220321,153003000,67,37600,37600,38500,37000,38100,94678603,25156911
300224.SZ,20220321,153003000,67,139000,138700,141600,137800,140200,217697445,15573888
300742.SZ,20220321,153003000,67,307300,308500,321800,305000,316700,114933067,3673793
002249.SZ,20220322,83439000,70,62900,0,0,0,0,0,0
300048.SZ,20220322,83439000,70,66900,0,0,0,0,0,0
300198.SZ,20220322,83439000,70,38100,0,0,0,0,0,0
300224.SZ,20220322,83439000,70,140200,0,0,0,0,0,0
300742.SZ,20220322,83439000,70,316700,0,0,0,0,0,0
600166.SH,20220322,83542100,69,26100,0,0,0,0,0,0
600478.SH,20220322,83543340,69,53800,0,0,0,0,0,0
600519.SH,20220322,83552010,69,17043000,0,0,0,0,0,0
605100.SH,20220322,83555920,69,227700,0,0,0,0,0,0
605100.SH,20220322,91402580,73,227700,0,0,0,0,0,0
605100.SH,20220322,91402580,73,227700,0,0,0,0,0,0
600519.SH,20220322,91403380,73,17043000,0,0,0,0,0,0
600519.SH,20220322,91403380,73,17043000,0,0,0,0,0,0
600166.SH,20220322,91404470,73,26100,0,0,0,0,0,0
600166.SH,20220322,91404470,73,26100,0,0,0,0,0,0
600478.SH,20220322,91404630,73,53800,0,0,0,0,0,0
600478.SH,20220322,91404630,73,53800,0,0,0,0,0,0
600166.SH,20220322,91500420,73,26100,0,0,0,0,0,0
002249.SZ,20220322,91500000,73,62900,0,0,0,0,0,0
002249.SZ,20220322,91500000,73,62900,0,0,0,0,0,0
600519.SH,20220322,91501230,73,17043000,0,0,0,0,0,0
600166.SH,20220322,91503430,73,26100,0,0,0,0,0,0
300048.SZ,20220322,91503000,73,66900,0,0,0,0,0,0
300048.SZ,20220322,91503000,73,66900,0,0,0,0,0,0
300198.SZ,20220322,91503000,73,38100,0,0,0,0,0,0
300198.SZ,20220322,91503000,73,38100,0,0,0,0,0,0
300224.SZ,20220322,91503000,73,140200,0,0,0,0,0,0
300224.SZ,20220322,91503000,73,140200,0,0,0,0,0,0
300742.SZ,20220322,91503000,73,316700,0,0,0,0,0,0
300742.SZ,20220322,91503000,73,316700,0,0,0,0,0,0
600478.SH,20220322,91503930,73,53800,0,0,0,0,0,0
600519.SH,20220322,91504270,73,17043000,0,0,0,0,0,0
600166.SH,20220322,91506420,73,26100,0,0,0,0,0,0
600478.SH,20220322,91506900,73,53800,0,0,0,0,0,0
600519.SH,20220322,91507270,73,17043000,0,0,0,0,0,0
600166.SH,20220322,91509430,73,26100,0,0,0,0,0,0
600478.SH,20220322,91509980,73,53800,0,0,0,0,0,0
002249.SZ,20220322,91509000,73,62900,0,0,0,0,0,0
600519.SH,20220322,91510330,73,17043000,0,0,0,0,0,0
300198.SZ,20220322,91512000,73,38100,0,0,0,0,0,0
300224.SZ,20220322,91512000,73,140200,0,0,0,0,0,0
300742.SZ,20220322,91512000,73,316700,0,0,0,0,0,0
600519.SH,20220322,91513380,73,17043000,0,0,0,0,0,0
600519.SH,20220322,91516350,73,17043000,0,0,0,0,0,0
600166.SH,20220322,91518530,73,26100,0,0,0,0,0,0
002249.SZ,20220322,91518000,73,62900,0,0,0,0,0,0
600166.SH,20220322,91521480,73,26100,0,0,0,0,0,0
300224.SZ,20220322,91521000,73,140200,0,0,0,0,0,0
600519.SH,20220322,91522230,73,17043000,0,0,0,0,0,0
600478.SH,20220322,91524850,73,53800,0,0,0,0,0,0
600478.SH,20220322,91527840,73,53800,0,0,0,0,0,0
300224.SZ,20220322,91530000,73,140200,0,0,0,0,0,0
600478.SH,20220322,91536830,73,53800,0,0,0,0,0,0
300224.SZ,20220322,91539000,73,140200,0,0,0,0,0,0
600519.SH,20220322,91540210,73,17043000,0,0,0,0,0,0
600478.SH,20220322,91542830,73,53800,0,0,0,0,0,0
300224.SZ,20220322,91548000,73,140200,0,0,0,0,0,0
002249.SZ,20220322,91554000,73,62900,0,0,0,0,0,0
300198.SZ,20220322,91557000,73,38100,0,0,0,0,0,0
300224.SZ,20220322,91557000,73,140200,0,0,0,0,0,0
600166.SH,20220322,91600390,73,26100,0,0,0,0,0,0
002249.SZ,20220322,91603000,73,62900,0,0,0,0,0,0
300224.SZ,20220322,91606000,73,140200,0,0,0,0,0,0
600478.SH,20220322,91609840,73,53800,0,0,0,0,0,0
300224.SZ,20220322,91615000,73,140200,0,0,0,0,0,0
600519.SH,20220322,91616260,73,17043000,0,0,0,0,0,0
600478.SH,20220322,91618840,73,53800,0,0,0,0,0,0
002249.SZ,20220322,91621000,73,62900,0,0,0,0,0,0
600166.SH,20220322,91624390,73,26100,0,0,0,0,0,0
300224.SZ,20220322,91624000,73,140200,0,0,0,0,0,0
600166.SH,20220322,91630400,73,26100,0,0,0,0,0,0
002249.SZ,20220322,91630000,73,62900,0,0,0,0,0,0
600478.SH,20220322,91630860,73,53800,0,0,0,0,0,0
600166.SH,20220322,91633380,73,26100,0,0,0,0,0,0
300224.SZ,20220322,91633000,73,140200,0,0,0,0,0,0
600478.SH,20220322,91636850,73,53800,0,0,0,0,0,0
002249.SZ,20220322,91639000,73,62900,0,0,0,0,0,0
300224.SZ,20220322,91642000,73,140200,0,0,0,0,0,0
600478.SH,20220322,91648860,73,53800,0,0,0,0,0,0
002249.SZ,20220322,91648000,73,62900,0,0,0,0,0,0
300224.SZ,20220322,91651000,73,140200,0,0,0,0,0,0
600478.SH,20220322,91654850,73,53800,0,0,0,0,0,0
002249.SZ,20220322,91657000,73,62900,0,0,0,0,0,0
300224.SZ,20220322,91700000,73,140200,0,0,0,0,0,0
600478.SH,20220322,91700850,73,53800,0,0,0,0,0,0
600519.SH,20220322,91707220,73,17043000,0,0,0,0,0,0
300224.SZ,20220322,91709000,73,140200,0,0,0,0,0,0
600519.SH,20220322,91710230,73,17043000,0,0,0,0,0,0
600478.SH,20220322,91712860,73,53800,0,0,0,0,0,0
600519.SH,20220322,91713220,73,17043000,0,0,0,0,0,0
600166.SH,20220322,91718390,73,26100,0,0,0,0,0,0
300224.SZ,20220322,91718000,73,140200,0,0,0,0,0,0
300224.SZ,20220322,91727000,73,140200,0,0,0,0,0,0
600478.SH,20220322,91730860,73,53800,0,0,0,0,0,0
002249.SZ,20220322,91733000,73,62900,0,0,0,0,0,0
600478.SH,20220322,91736860,73,53800,0,0,0,0,0,0
300224.SZ,20220322,91736000,73,140200,0,0,0,0,0,0
600166.SH,20220322,91745390,73,26100,0,0,0,0,0,0
300048.SZ,20220322,91745000,73,66900,0,0,0,0,0,0
300224.SZ,20220322,91745000,73,140200,0,0,0,0,0,0
300224.SZ,20220322,91754000,73,140200,0,0,0,0,0,0
300198.SZ,20220322,91754000,73,38100,0,0,0,0,0,0
600166.SH,20220322,91757410,73,26100,0,0,0,0,0,0
600519.SH,20220322,91758230,73,17043000,0,0,0,0,0,0
002249.SZ,20220322,91800000,73,62900,0,0,0,0,0,0
600519.SH,20220322,91801260,73,17043000,0,0,0,0,0,0
300048.SZ,20220322,91803000,73,66900,0,0,0,0,0,0
300224.SZ,20220322,91803000,73,140200,0,0,0,0,0,0
300198.SZ,20220322,91803000,73,38100,0,0,0,0,0,0
600519.SH,20220322,91804280,73,17043000,0,0,0,0,0,0
600478.SH,20220322,91809860,73,53800,0,0,0,0,0,0
002249.SZ,20220322,91809000,73,62900,0,0,0,0,0,0
300224.SZ,20220322,91812000,73,140200,0,0,0,0,0,0
600478.SH,20220322,91812870,73,53800,0,0,0,0,0,0
300224.SZ,20220322,91821000,73,140200,0,0,0,0,0,0
600519.SH,20220322,91825260,73,17043000,0,0,0,0,0,0
002249.SZ,20220322,91827000,73,62900,0,0,0,0,0,0
300224.SZ,20220322,91830000,73,140200,0,0,0,0,0,0
600166.SH,20220322,91833380,73,26100,0,0,0,0,0,0
600478.SH,20220322,91833860,73,53800,0,0,0,0,0,0
300198.SZ,20220322,91839000,73,38100,0,0,0,0,0,0
300224.SZ,20220322,91839000,73,140200,0,0,0,0,0,0
600478.SH,20220322,91842860,73,53800,0,0,0,0,0,0
002249.SZ,20220322,91845000,73,62900,0,0,0,0,0,0
605100.SH,20220322,91846020,73,227700,0,0,0,0,0,0
300224.SZ,20220322,91848000,73,140200,0,0,0,0,0,0
600478.SH,20220322,91848890,73,53800,0,0,0,0,0,0
600519.SH,20220322,91852240,73,17043000,0,0,0,0,0,0
002249.SZ,20220322,91854000,73,62900,0,0,0,0,0,0
600519.SH,20220322,91855260,73,17043000,0,0,0,0,0,0
600166.SH,20220322,91857390,73,26100,0,0,0,0,0,0
300198.SZ,20220322,91857000,73,38100,0,0,0,0,0,0
300224.SZ,20220322,91857000,73,140200,0,0,0,0,0,0
600478.SH,20220322,91857880,73,53800,0,0,0,0,0,0
600478.SH,20220322,91900870,73,53800,0,0,0,0,0,0
002249.SZ,20220322,91903000,73,62900,0,0,0,0,0,0
605100.SH,20220322,91904030,73,227700,0,0,0,0,0,0
300224.SZ,20220322,91906000,73,140200,0,0,0,0,0,0
002249.SZ,20220322,91912000,73,62900,0,0,0,0,0,0
300224.SZ,20220322,91915000,73,140200,0,0,0,0,0,0
600478.SH,20220322,91915880,73,53800,0,0,0,0,0,0
002249.SZ,20220322,91921000,73,62900,0,0,0,0,0,0
300224.SZ,20220322,91924000,73,140200,0,0,0,0,0,0
600519.SH,20220322,91931240,73,17043000,0,0,0,0,0,0
300224.SZ,20220322,91933000,73,140200,0,0,0,0,0,0
600166.SH,20220322,91936400,73,26100,0,0,0,0,0,0
600478.SH,20220322,91936890,73,53800,0,0,0,0,0,0
600519.SH,20220322,91937230,73,17043000,0,0,0,0,0,0
002249.SZ,20220322,91939000,73,62900,0,0,0,0,0,0
600519.SH,20220322,91940260,73,17043000,0,0,0,0,0,0
300198.SZ,20220322,91942000,73,38100,0,0,0,0,0,0
300224.SZ,20220322,91942000,73,140200,0,0,0,0,0,0
600519.SH,20220322,91943240,73,17043000,0,0,0,0,0,0
600166.SH,20220322,91945420,73,26100,0,0,0,0,0,0
600519.SH,20220322,91946250,73,17043000,0,0,0,0,0,0
600478.SH,20220322,91948870,73,53800,0,0,0,0,0,0
600519.SH,20220322,91949270,73,17043000,0,0,0,0,0,0
600166.SH,20220322,91951420,73,26100,0,0,0,0,0,0
300224.SZ,20220322,91951000,73,140200,0,0,0,0,0,0
600519.SH,20220322,91952230,73,17043000,0,0,0,0,0,0
002249.SZ,20220322,92000000,73,62900,0,0,0,0,0,0
300224.SZ,20220322,92000000,73,140200,0,0,0,0,0,0
600519.SH,20220322,92001280,73,17043000,0,0,0,0,0,0
600166.SH,20220322,92003400,73,26100,0,0,0,0,0,0
300224.SZ,20220322,92003000,73,140200,0,0,0,0,0,0
600519.SH,20220322,92004250,73,17043000,0,0,0,0,0,0
600478.SH,20220322,92006880,73,53800,0,0,0,0,0,0
600519.SH,20220322,92007250,73,17043000,0,0,0,0,0,0
002249.SZ,20220322,92009000,73,62900,0,0,0,0,0,0
600519.SH,20220322,92010290,73,17043000,0,0,0,0,0,0
300224.SZ,20220322,92012000,73,140200,0,0,0,0,0,0
600166.SH,20220322,92015420,73,26100,0,0,0,0,0,0
